id,length,text,publisher_pro,isbn_new,year_min,year_max,record,walktrap-pre-unweighted-nimp,walktrap-pre-unweighted-imp,louvain-pre-unweighted-nimp,louvain-pre-unweighted-imp,infomap-pre-unweighted-nimp,infomap-pre-unweighted-imp
1169,1,esotericprint co uk,esotericprint co uk,0--9930471,2012,2012,1,999,999,666,666,2137,913
1172,1,ethics international press ltd,ethics international press ltd,1--871891,2014,2014,1,921,921,667,667,878,811
1173,1,etruscan press,etruscan press,0--9897532;0--9886922,2014,2014,2,463,463,668,668,507,401
1174,1,euroexperto,euroexperto,0--9862378,2018,2018,1,912,912,669,669,917,2209
1175,1,europa editions,europa editions,1--60945,2017,2019,2,911,911,670,670,743,2167
1176,1,europa media inc,europa media inc,0--936993,1988,1988,1,907,907,671,671,2011,764
1177,1,europa publications,europa publications,0--900362,1971,1971,1,915,915,672,672,2122,730
1178,1,european council on foreign relations ecfr,european council on foreign relations ecfr,1--910118,2016,2016,1,904,904,673,673,1907,2011
1179,1,evans,evans,0--237,1977,1977,1,906,906,674,674,666,1949
1181,1,everyman chess,everyman chess,1--85744,2004,2004,1,895,895,675,675,2101,914
1183,1,executive communications,executive communications,0--917168,1985,1985,1,897,897,676,676,820,915
1185,1,experiment llc,experiment llc,1--61519,2018,2018,1,891,891,677,677,1933,2137
1186,1,exponential,exponential,1--62424,2017,2017,1,890,890,678,678,1921,772
1187,1,eyedentified publishing solutions,eyedentified publishing solutions,1--945566,2017,2017,1,884,884,679,679,2138,742
1188,1,ez nature books,ez nature books,0--945092,2002,2002,1,885,885,680,680,1934,2054
1189,1,f a davis company,f a davis company,0--8036,1975,2015,2,883,883,681,681,1935,751
1200,1,f warne,f warne,0--7232,1989,1989,2,272,272,682,682,300,304
1304,1,frederick warne,frederick warne,0--7232,2002,2011,2,272,272,682,682,300,304
1305,1,frederick warne and co,frederick warne and co,0--7232,1989,1989,1,272,272,682,682,300,304
1202,1,f8 book,f8 book,0--9994796,2018,2018,1,868,868,683,683,858,1980
1203,1,faber and faber,faber and faber,0--571,1984,2018,16,875,875,684,684,1936,2030
1204,1,fableprint,fableprint,1--7270,2018,2018,1,863,863,685,685,1951,2031
1205,1,facet,facet,1--85604,2012,2012,1,180,180,686,686,279,282
1206,1,facet publishing,facet publishing,1--78330;1--85604,2016,2016,1,180,180,686,686,279,282
1208,1,faculty of graduate studies university of western ontario,faculty of graduate studies university of western ontario,0--612,1999,1999,1,397,397,687,687,508,470
3440,1,umi dissertation services,umi dissertation services,0--612,2000,2000,1,397,397,687,687,508,470
1209,1,faenum publishing ltd,faenum publishing ltd,1--940997,2017,2017,1,855,855,688,688,834,1400
1210,1,fairbanks art and books,fairbanks art and books,1--5028,2014,2014,1,853,853,689,689,2012,788
1212,1,fairchild publications,fairchild publications,1--56367,2005,2005,1,850,850,690,690,1897,1995
1213,1,fairleigh dickinson university press,fairleigh dickinson university press,0--8386,1974,1974,1,845,845,691,691,918,1401
1214,1,fairview press,fairview press,1--57749,2007,2007,1,844,844,692,692,919,2055
1215,1,faith library publications,faith library publications,0--89276,1984,1984,1,840,840,693,693,920,801
1217,1,falcon press,falcon press,0--941404,1987,1987,1,841,841,694,694,812,789
1219,1,falmer press,falmer press,1--85000,1989,1989,1,837,837,695,695,780,1981
1220,1,family life center publications,family life center publications,0--9727571,2017,2017,1,836,836,696,696,1869,1922
1221,1,family solutions press,family solutions press,1--5486,2017,2017,1,833,833,697,697,2043,2032
1222,1,fantagraphics books,fantagraphics books,1--60699,2016,2016,1,485,485,698,698,509,402
1223,1,fantagraphics books inc,fantagraphics books inc,1--60699,2014,2014,1,485,485,698,698,509,402
1224,1,farrand press and private libraries association,farrand press and private libraries association,1--85083;0--916271,1990,1990,1,441,441,699,699,401,520
1225,1,farrar straus and giraux,farrar straus and giraux,0--374,1967,1967,1,37,37,700,700,96,94
1226,1,farrar straus and giroux,farrar straus and giroux,0--374,1965,2018,11,37,37,700,700,96,94
1227,1,farrar straus giroux,farrar straus giroux,0--374;1--59112,1982,2015,7,37,37,700,700,96,94
1591,1,hill and wang,hill and wang,0--8090,1989,1989,1,37,37,700,700,96,94
2376,1,noonday press,noonday press,0--374;0--8090,1982,1992,4,37,37,700,700,96,94
2429,1,octagon books,octagon books,0--374,1971,1974,3,37,37,700,700,96,94
1228,1,fastprint publishing,fastprint publishing,1--78456;1--78035,2013,2017,2,470,470,701,701,402,403
1237,1,fc and a,fc and a,0--915099,2001,2001,1,823,823,702,702,1952,2033
1238,1,fc2,fc2,1--57366,1999,1999,1,824,824,703,703,2202,2056
1239,1,fearon education,fearon education,0--8224,1980,1980,1,821,821,704,704,2031,2057
1243,1,feldheim,feldheim,1--68025,2018,2018,1,814,814,705,705,781,916
1245,1,feminist press at the city university of new york,feminist press at the city university of new york,1--55861,2015,2015,1,816,816,706,706,921,790
1246,1,fence books,fence books,0--9864373,2016,2016,1,809,809,707,707,2203,1402
1247,1,feral house,feral house,1--936239,2014,2014,1,817,817,708,708,2139,917
1248,1,ferdinand scho ningh,ferdinand scho ningh,3--506,2018,2018,1,808,808,709,709,2140,2185
1249,1,figure 1,figure 1,1--77327;1--927958,2015,2018,3,471,471,710,710,403,404
1250,1,fingerpress ltd,fingerpress ltd,1--908824,2013,2013,1,798,798,711,711,1898,2171
1251,1,fiona crotty smith,fiona crotty smith,0--9941764,2014,2014,1,796,796,712,712,1967,918
1254,1,firefly books,firefly books,0--913643,1999,1999,1,789,789,713,713,879,752
1255,1,firefly books ltd,firefly books ltd,0--2281,2018,2018,1,787,787,714,714,1355,2138
1258,1,first story,first story,0--85748,2014,2014,1,791,791,715,715,1953,2186
1259,1,firstforumpress,firstforumpress,1--935049,2010,2010,1,780,780,716,716,880,725
1260,1,fischer,fischer,3--596,1994,1994,1,783,783,717,717,1968,824
1261,1,five by five publishing,five by five publishing,1--5301,2016,2016,1,777,777,718,718,1954,2058
1262,1,five in a row publishing,five in a row publishing,1--888659,2001,2001,1,774,774,719,719,1870,636
1264,1,flame tree publishing,flame tree publishing,0--85775,2014,2014,1,773,773,720,720,1955,919
1265,1,flammarion,flammarion,2--08,1996,1996,1,770,770,721,721,726,1982
1267,1,fletcher books,fletcher books,1--4951,2014,2014,1,467,467,722,722,510,521
2441,1,olivegirl press,olivegirl press,1--4951,2014,2014,1,467,467,722,722,510,521
1269,1,flip city media inc,flip city media inc,1--942833,2015,2015,1,769,769,723,723,866,920
1271,1,flowerpot press,flowerpot press,1--897533;1--77093,2010,2014,2,481,481,724,724,404,405
1272,1,flying eye books,flying eye books,1--911171,2018,2018,1,771,771,725,725,2104,1907
1273,1,flying witch pub,flying witch pub,1--900433,2002,2002,1,766,766,726,726,1899,1983
1274,1,fo jiao da cang jing ji jin hui,fo jiao da cang jing ji jin hui,1--59538,2013,2013,1,764,764,727,727,744,2139
1276,1,focus readers,focus readers,1--63517,2018,2018,1,800,800,728,728,2087,1950
1279,1,folker kru ger,folker kru ger,0--646,2016,2016,1,760,760,729,729,922,1984
1280,1,follett press,follett press,0--695,1986,1986,1,755,755,730,730,840,1985
1282,1,fons vitae,fons vitae,1--941610,2018,2018,1,757,757,731,731,1900,2140
1284,1,for beginners llc,for beginners llc,1--939994,2015,2015,1,753,753,732,732,1965,1908
1285,1,forbes travel,forbes travel,1--936010,2000,2000,1,752,752,733,733,720,921
1286,1,forbesbooks,forbesbooks,1--946633,2018,2018,1,749,749,734,734,1992,1986
1287,1,fordham university press,fordham university press,0--8232,1982,2015,5,750,750,735,735,1901,1909
1288,1,foreedge,foreedge,1--61168,2016,2016,1,748,748,736,736,1840,1910
1292,1,forgotten books,forgotten books,1--333,2015,2015,1,746,746,737,737,1902,1923
1293,1,fortress press,fortress press,1--4514,2015,2015,1,745,745,738,738,1937,922
1294,1,foster academics,foster academics,1--63242,2015,2015,1,743,743,739,739,2013,923
1295,1,fountainhead press,fountainhead press,1--68036,2017,2017,1,744,744,740,740,1903,2076
1296,1,four courts press for the group for the study of irish historic settlement and irish post medieval archaeology group,four courts press for the group for the study of irish historic settlement and irish post medieval archaeology group,1--84682,2009,2009,1,741,741,741,741,923,649
1298,1,frances lincoln,frances lincoln,0--7112,2005,2005,1,740,740,742,742,2193,719
624,1,capstone press,capstone press,1--62065;0--7368;1--4765,1999,2013,2,155,155,743,743,249,47
1299,1,frances lincoln children's,frances lincoln children's,1--84507,2008,2008,1,29,29,743,743,87,47
1300,1,frances lincoln children's books,frances lincoln children's books,1--84507;1--78603,2004,2018,3,29,29,743,743,87,47
1799,1,ivy press,ivy press,1--78240,2018,2018,1,29,29,743,743,87,47
2017,1,lincoln children's books,lincoln children's books,1--78603;1--4765,2014,2018,2,29,29,743,743,87,47
2577,1,pebble books,pebble books,0--7368,2000,2000,1,155,155,743,743,249,47
2772,1,quarto group,quarto group,1--78603;1--4765;1--78240,2014,2018,3,29,29,743,743,87,47
2844,1,red brick learning,red brick learning,0--7368,2005,2005,1,155,155,743,743,249,47
1301,1,franciscan institute publications,franciscan institute publications,1--57659,2014,2014,1,736,736,744,744,2088,1951
1308,1,frick collection,frick collection,0--912114;1--907804,2015,2016,2,450,450,745,745,511,406
1310,1,friendspress,friendspress,1--9743,2017,2017,1,725,725,746,746,2014,1403
1311,1,frommer media llc,frommer media llc,1--62887,2018,2018,2,724,724,747,747,2015,1987
1317,1,futura,futura,0--86007,1982,1982,1,716,716,748,748,924,1404
1318,1,futurecycle press,futurecycle press,1--938853,2014,2014,1,713,713,749,749,925,2112
1319,1,futuretext,futuretext,0--9556069,2007,2007,1,711,711,750,750,926,2172
1327,1,g schirmer inc,g schirmer inc,1--4234,2008,2008,1,704,704,751,751,745,1405
1328,1,g w kent,g w kent,0--9619072,1996,1996,1,756,756,752,752,1993,825
1329,1,g2 rights ltd,g2 rights ltd,1--78281,2004,2004,1,696,696,753,753,1841,2034
1330,1,gac press,gac press,2--36409,2015,2015,1,693,693,754,754,782,924
1331,1,gagosian gallery,gagosian gallery,1--935263,2013,2013,1,689,689,755,755,1904,773
1332,1,galahad books,galahad books,0--88365,1986,1991,2,690,690,756,756,1842,925
1336,1,gale research,gale research,0--8103,1990,1995,3,297,297,757,757,512,522
1337,1,gale research inc,gale research inc,0--8103,1991,1991,1,297,297,757,757,512,522
1338,1,galerie thaddaeus ropac,galerie thaddaeus ropac,0--9957456,2017,2017,1,679,679,758,758,664,926
1340,1,gallery press,gallery press,0--902996,1976,1976,1,674,674,759,759,841,1988
1341,1,gallipade international,gallipade international,0--635,2008,2008,1,683,683,760,760,927,1989
1343,1,garden way pub,garden way pub,0--88266,1984,1984,1,670,670,761,761,1843,1406
1344,1,gareth stevens pub,gareth stevens pub,0--8368;1--4339,2008,2011,2,298,298,762,762,513,407
1345,1,gareth stevens publishing,gareth stevens publishing,1--4824;1--5382,2016,2019,10,390,390,763,763,514,408
1347,1,garland pub,garland pub,0--8240,1993,1993,1,681,681,764,764,2062,927
1350,1,gaspereau press limited printers and publishers,gaspereau press limited printers and publishers,1--55447,2015,2015,1,660,660,765,765,814,2187
1351,1,gateway program evergreen state college,gateway program evergreen state college,0--9719369,2002,2002,1,661,661,766,766,826,2173
1352,1,gatfpress,gatfpress,0--88362,2000,2000,1,651,651,767,767,2084,2113
1353,1,geddes and grosset,geddes and grosset,1--910680,2015,2015,2,655,655,768,768,842,1407
1356,1,geological society,geological society,1--78620,2019,2019,1,647,647,769,769,729,2014
1358,1,george mason university press,george mason university press,1--942695,2016,2016,1,644,644,770,770,2141,928
1359,1,georgetown university press,georgetown university press,1--62616,2014,2014,1,648,648,771,771,1871,743
1360,1,getty conservation institute,getty conservation institute,1--60606,2013,2013,1,407,407,772,772,515,523
1821,1,j paul getty museum,j paul getty museum,1--60606,2014,2014,1,407,407,772,772,515,523
1361,1,ghost road press,ghost road press,0--9816525,2010,2010,1,640,640,773,773,2063,774
1362,1,gia,gia,1--57999,2000,2000,1,635,635,774,774,1872,2141
1363,1,gibb memorial trust,gibb memorial trust,0--906094,2013,2013,1,636,636,775,775,2064,676
1364,1,gibbs smith,gibbs smith,1--4236,2012,2019,5,322,322,776,776,516,524
1365,1,gibbs smith education,gibbs smith education,1--4236,2018,2018,1,322,322,776,776,516,524
1366,1,gideon,gideon,1--4988,2015,2018,2,263,263,777,777,319,323
1367,1,gideon informatics,gideon informatics,1--4988,2015,2015,2,263,263,777,777,319,323
1368,1,gideon informatics inc,gideon informatics inc,1--4988,2014,2018,14,263,263,777,777,319,323
1369,1,gilead publishing,gilead publishing,1--68370,2018,2018,1,627,627,778,778,867,826
1370,1,gill and macmillan,gill and macmillan,0--7171,2011,2011,1,303,303,779,779,405,525
1371,1,gill education,gill education,0--7171,2018,2018,1,303,303,779,779,405,525
1372,1,gina la bruye re,gina la bruye re,1--5148,2015,2015,1,621,621,780,780,1905,677
1373,1,gingko library,gingko library,1--909942,2018,2018,1,620,620,781,781,1906,775
1376,1,global arbitration review,global arbitration review,1--78915,2018,2018,1,614,614,782,782,2065,2077
1377,1,global education systems ltd ges,global education systems ltd ges,0--7664,2008,2008,1,615,615,783,783,2210,827
1378,1,global insight communications llc,global insight communications llc,0--9825353,2014,2014,1,698,698,784,784,1873,753
1379,1,global partners digital,global partners digital,0--9929147,2015,2015,1,613,613,785,785,1356,776
1380,1,globe pequot press,globe pequot press,0--7627;0--87106,1989,2011,2,164,164,786,786,268,268
1397,1,gpp travel,gpp travel,0--7627,2012,2012,1,164,164,786,786,268,268
1384,1,goldsmith press llc,goldsmith press llc,1--9791,2017,2017,1,606,606,787,787,1874,678
1385,1,goliath verlagsgesellschaft mbh,goliath verlagsgesellschaft mbh,3--95730,2016,2016,1,605,605,788,788,1357,679
1386,1,gollancz,gollancz,0--575;1--4732,1978,2016,4,101,101,789,789,113,114
1387,1,gollancz manga,gollancz manga,0--575,2006,2006,1,101,101,789,789,113,114
2479,1,orion pub,orion pub,0--575,2006,2006,1,101,101,789,789,113,114
3518,1,v gollancz,v gollancz,0--575,1972,1985,4,101,101,789,789,113,114
3544,1,vgsf,vgsf,0--575,1987,1987,1,101,101,789,789,113,114
3546,1,victor gollancz ltd,victor gollancz ltd,0--575,1982,1982,1,101,101,789,789,113,114
1388,1,good health industries,good health industries,1--4839,2013,2013,1,600,600,790,790,2089,929
1389,1,goodfellow publishers,goodfellow publishers,1--910158,2014,2014,1,602,602,791,791,797,717
1390,1,goodfellow publishers ltd,goodfellow publishers ltd,1--908999,2013,2013,1,596,596,792,792,2106,2142
1392,1,gorgias press,gorgias press,1--4632;1--61143;1--61719,2011,2017,3,153,153,793,793,223,223
1393,1,gorgias press llc,gorgias press llc,1--4632,2016,2016,1,153,153,793,793,223,223
1394,1,gotham books,gotham books,1--59240,2005,2005,1,592,592,794,794,2016,1408
1398,1,grafton books,grafton books,0--246;0--586,1974,1987,2,92,92,795,795,206,203
1404,1,granada pub,granada pub,0--586,1979,1979,1,92,92,795,795,206,203
1405,1,granada publishing limited,granada publishing limited,0--246,1980,1980,1,92,92,795,795,206,203
1400,1,graham foundation,graham foundation,0--9961117,2015,2015,1,586,586,796,796,730,2166
1403,1,granada,granada,0--583,1980,1980,1,575,575,797,797,2053,1952
1410,1,grandmaster myung yong kim,grandmaster myung yong kim,1--4636,2011,2011,1,497,497,798,798,517,409
2504,1,oxford stockley,oxford stockley,1--4636,2011,2011,1,497,497,798,798,517,409
1411,1,grandreams ltd,grandreams ltd,1--85830,2000,2000,1,563,563,799,799,1923,930
1412,1,grange books,grange books,1--85627,1991,1998,2,565,565,800,800,827,1953
1413,1,granity studios,granity studios,1--949520,2019,2019,1,578,578,801,801,2017,931
1414,1,granta,granta,1--84708;1--78378,2012,2015,3,492,492,802,802,518,410
1416,1,gravitas publications,gravitas publications,1--936114,2011,2011,1,557,557,803,803,2142,2210
1417,1,graywolf press,graywolf press,1--55597,1999,2013,2,617,617,804,804,1908,1409
1418,1,great books foundation,great books foundation,1--939014,2014,2014,1,552,552,805,805,1909,1911
1419,1,green books,green books,0--85784,2014,2014,1,550,550,806,806,2185,744
1420,1,green fuse community press,green fuse community press,0--9776017,2005,2005,1,549,549,807,807,928,1954
1422,1,green tiger press,green tiger press,0--88138,1984,1984,1,547,547,808,808,881,1955
1423,1,greenham and gotto,greenham and gotto,0--907400,1981,1981,1,546,546,809,809,1875,1912
1424,1,greenhaven press,greenhaven press,1--56510,1998,1998,1,545,545,810,810,1876,812
1427,1,greenwich,greenwich,0--86288,2002,2002,1,1165,1165,811,811,929,661
1431,1,gregg press,gregg press,0--8398,1984,1984,1,300,300,812,812,519,526
2031,1,literature house,literature house,0--8398,1970,1970,1,300,300,812,812,519,526
1433,1,greyfox press,greyfox press,0--9833982,2017,2017,1,2130,2130,813,813,646,932
1434,1,greyson media,greyson media,1--68399,2017,2017,1,2131,2131,814,814,2018,2143
1435,1,grilled flowers press,grilled flowers press,0--931238,1978,1978,1,2129,2129,815,815,2143,662
1436,1,grolier,grolier,0--7172,1997,1997,1,539,539,816,816,520,527
1437,1,grolier educational corp,grolier educational corp,0--7172,1993,2000,2,539,539,816,816,520,527
1440,1,ground truth press,ground truth press,0--9908303,2014,2014,1,2118,2118,817,817,2144,1996
1443,1,grub street,grub street,1--898697;1--909808;1--910690,1997,2015,3,292,292,818,818,301,324
1444,1,guardian knight studios,guardian knight studios,0--930655,2018,2018,1,2112,2112,819,819,1844,1410
1445,1,guideposts books,guideposts books,0--8249,2007,2007,1,2110,2110,820,820,665,1997
1450,1,gustav fischer,gustav fischer,3--437,1977,1977,1,2101,2101,821,821,930,847
1455,1,h m s o,h m s o,0--11,1977,1980,2,310,310,822,822,406,411
1578,1,her majesty's stationery office,her majesty's stationery office,0--11,1989,1989,1,310,310,822,822,406,411
1458,1,hachai pub,hachai pub,0--922613,2002,2002,1,2092,2092,823,823,1845,1411
1460,1,hackett pub,hackett pub,0--87220,2009,2009,1,2087,2087,824,824,686,933
1461,1,hackett publishing company inc,hackett publishing company inc,1--62466,2015,2015,1,2106,2106,825,825,2019,1956
1463,1,halban,halban,1--905559,2018,2018,1,2086,2086,826,826,1924,1412
1464,1,hallmark,hallmark,0--87529,1972,1972,1,2083,2083,827,827,687,1957
1465,1,halo publishing international,halo publishing international,1--61244,2018,2018,1,2082,2082,828,828,1358,2144
1466,1,hameray publishing group,hameray publishing group,1--60559,2013,2013,1,2081,2081,829,829,1910,934
1470,1,hammond,hammond,0--8437,1974,1974,1,2078,2078,830,830,1359,935
1471,1,hancock house,hancock house,0--919654,1996,1996,1,2077,2077,831,831,2044,936
1472,1,hanley and belfus,hanley and belfus,1--56053,2003,2003,1,2075,2075,832,832,739,1998
1477,1,hard candy books,hard candy books,1--56333,1995,1995,1,318,318,833,833,521,528
2156,1,masquerade books,masquerade books,1--56333,1993,1993,1,318,318,833,833,521,528
1478,1,hardpress,hardpress,1--313,2013,2013,1,2070,2070,834,834,2204,1413
1480,1,harlequin,harlequin,0--373;1--4268,1970,2016,17,79,79,835,835,51,54
1481,1,harlequin books,harlequin books,0--373,1977,1999,11,79,79,835,835,51,54
1482,1,harlequin love inspired,harlequin love inspired,0--373;1--335,2002,2017,3,79,79,835,835,51,54
1483,1,harlequin love inspired suspense,harlequin love inspired suspense,0--373,2014,2016,2,79,79,835,835,51,54
1926,1,kimani romance,kimani romance,0--373,2010,2010,1,79,79,835,835,51,54
2064,1,love inspired books,love inspired books,0--373;1--335,2015,2019,4,79,79,835,835,51,54
2071,1,luna,luna,0--373,2009,2009,1,79,79,835,835,51,54
3078,1,silhouette,silhouette,0--373,1993,1993,1,79,79,835,835,51,54
3079,1,silhouette books,silhouette books,0--373,1995,2009,4,79,79,835,835,51,54
3742,1,worldwide,worldwide,0--373,1997,2014,5,79,79,835,835,51,54
1484,1,harmony ink,harmony ink,1--64080,2018,2018,1,2069,2069,836,836,2123,2015
389,1,belknap press of harvard university press,belknap press of harvard university press,0--674,1999,2019,7,109,109,837,837,152,148
757,1,clarendon,clarendon,0--19,1988,1988,1,19,19,837,837,55,57
758,1,clarendon press,clarendon press,0--19,1968,2018,26,19,19,837,837,55,57
792,1,columbia university,columbia university,0--231,1970,1970,1,19,19,837,837,55,57
793,1,columbia university press,columbia university press,0--231;0--19,1965,2018,17,19,19,837,837,55,57
1006,1,dolmen press,dolmen press,0--85105;0--19,1979,1979,1,19,19,837,837,55,57
1171,1,ethelbert cooper gallery of african and african american art,ethelbert cooper gallery of african and african american art,0--674,2014,2014,1,109,109,837,837,152,148
1535,1,harvard university asia center,harvard university asia center,1--68417;0--674,2013,2018,3,109,109,837,837,152,148
1536,1,harvard university press,harvard university press,0--674;0--19,1971,2018,43,109,109,837,837,152,148
1537,1,harvard universitypress,harvard universitypress,0--674,2018,2018,1,109,109,837,837,152,148
1658,1,humanities research centre,humanities research centre,0--19,1996,1996,1,19,19,837,837,55,57
2166,1,mayo clinic scientific press,mayo clinic scientific press,0--19,2015,2015,1,19,19,837,837,55,57
2505,1,oxford univ press,oxford univ press,0--19,2002,2016,4,19,19,837,837,55,57
2506,1,oxford university,oxford university,0--19,1988,1988,1,19,19,837,837,55,57
3604,1,wallflower press,wallflower press,0--231,2015,2017,2,19,19,837,837,55,57
1502,1,harperaudio blackstone audio,harperaudio blackstone audio,1--5047,2003,2003,1,2050,2050,838,838,1877,937
1503,1,harperbusiness,harperbusiness,0--88730,1993,1993,1,2048,2048,839,839,1360,777
1509,1,harpercollinsespan ol,harpercollinsespan ol,1--4185,2018,2018,1,2025,2025,840,840,1878,1414
1525,1,harrap's,harrap's,2--8187,2016,2016,1,1986,1986,841,841,882,1958
1526,1,harriman house,harriman house,0--85719,2011,2011,1,1984,1984,842,842,1925,1959
1531,1,harvard business review press,harvard business review press,1--63369,2017,2018,2,1978,1978,843,843,1361,938
1532,1,harvard business school,harvard business school,0--87584,1989,1989,1,1979,1979,844,844,1362,939
1533,1,harvard common press,harvard common press,1--55832,2017,2017,1,1977,1977,845,845,931,848
1534,1,harvard education press,harvard education press,1--61250,2013,2015,4,1974,1974,846,846,677,849
1539,1,harvest house publishers,harvest house publishers,0--7369,2008,2014,3,1972,1972,847,847,678,1415
1540,1,haskell house publishers,haskell house publishers,0--8383,1972,1972,1,1976,1976,848,848,731,754
1541,1,hau books,hau books,0--9905050,2018,2018,1,1971,1971,849,849,2145,2188
1543,1,haworth press,haworth press,0--86656;1--56024,1989,1997,2,334,334,850,850,522,529
1546,1,hay house,hay house,1--78180;1--56170,2007,2016,2,175,175,851,851,269,284
1548,1,hay house uk ltd,hay house uk ltd,1--78180,2016,2016,1,175,175,851,851,269,284
1547,1,hay house inc,hay house inc,1--4019,2009,2014,2,1960,1960,852,852,679,2189
