ID,ISBN,Publisher
1022940336,1--5011,pockert books
895786886,0--19,oxford university press
1004064739,0--203,routledge
1004064739,1--135,routledge
77470837,0--665,wiley and putnam
1025329486,1--4328,thorndike press
1059044401,1--938835,sigma theta tau international
1058198438,0--323,elsevier
1021405196,1--61117,university of south carolina press
254938473,0--7391,lexington books
1036730227,1--78262,royal society of chemistry
1030536189,1--9851,piedmont archaeological studies trust inc
1081296234,0--345,ballantine books
1027986483,1--84720,edward elgar
962005511,1--101,dutton
1050124984,0--205,longman
936685895,1--61655,dark horse books
23373294,0--440,dell pub
908913958,1--137,palgrave macmillan
957513081,1--4063,walker books ltd
893676405,1--4649,scholarlyeditions
1053927401,0--451,roc
1004599332,1--138,routledge
1004599332,1--315,routledge
1031047312,1--119,wiley
958799374,1--4665,crc press taylor and francis group
442800221,0--8018,johns hopkins university press
761851330,1--935904,write bloody publishing america's independent press
910853775,1--321,university of california santa barbara
690696716,1--84472,routledge cavendish
1037153107,0--500,thames and hudson
1038495751,0--19,oxford university press
884397237,0--9842003,birch brook press
1013452994,0--618,wadsworth cengage learning
365661192,0--8314,science and behavior books
947149400,1--4824,gareth stevens publishing
884352813,0--7089,thorpe
690386693,0--470,j wiley
612488921,0--440,laurel 1992
492178329,0--632,blackwell pub co
891385484,1--4718,dynamic learning
874153130,1--315,routledge
1013496849,0--674,harvard university press
1019854237,1--108,cambridge university press
44041875,0--8125,tor
23098700,0--7506,butterworth heineman
23098700,0--89397,butterworth heineman
918944286,0--9863134,promedia strategies llc
875010280,1--63117,nova publishers
490006235,0--8218,american mathematical society
1056684734,0--442,van nostrand reinhold
300135874,0--8018,johns hopkins university press
910189556,0--19,oxford university press
1062170484,1--78281,g2 rights ltd
701808095,1--934133,mackinac island press
493344785,0--262,mit press
871014982,1--139,cambridge university press
953097045,1--138,routledge
882913696,1--4614,springer
958434137,0--316,little brown and company
11738141,0--531,warwick press
50819625,0--425,berkley books
1004256535,1--119,john wiley and sons inc
895264649,3--540,springer verlag
895264649,0--387,springer verlag
944971487,1--942695,george mason university press
884586370,1--4422,rowman and littlefield
861509063,1--4121,ebookslib
239951268,0--471,wiley
680072226,0--8125,forge books
209692102,0--7407,andrews mcmeel publishing llc
896843077,1--137,palgrave macmillan
1080413643,0--8294,loyola press
953192931,1--259,mcgraw hill education
2708926,0--7063,ward lock
1006512859,0--9855356,pop publishing and distribution
1056565059,1--4426,university of toronto press
907545405,0--85709,woodhead publishing
891659169,1--78330,facet publishing
891659169,1--85604,facet publishing
744769302,0--8371,greenwood press
10303510,0--201,addison wesley
443207445,0--7456,polity press
1005795352,0--415,routledge
263625103,0--420,stevens
863565535,0--230,palgrave macmillan
962015971,1--5098,macmillan
18835176,0--310,zondervan books
797281265,0--04,unwin paperbacks
1066019158,1--78308,anthem press
906059823,1--890021,morris museum of art
779694499,0--7890,haworth hospitality press
520639081,0--88103,ace books
520639081,0--441,ace books
811406236,0--203,routledge
1051117903,1--4408,praeger
76829799,1--4199,ellora's cave
1005926668,1--63121,avalon travel
1000119194,1--62713,cavendish square
1019522372,0--06,harpercollins children's books
1058445194,3--11,mouton publishers
878139133,1--315,routledge
154196446,0--09,mysterious press
1080843240,0--521,cambridge university press
855696297,0--671,simon and schuster
1007541297,0--692,train to be clutch
1083083818,0--465,basic books
1088664856,1--4426,university of toronto press
1061503894,0--500,thames and hudson inc
320740641,0--324,south western cengage learning
1024089096,1--61168,foreedge
903973841,1--4411,bloomsbury
903973841,0--567,bloomsbury
10691676,0--8431,price stern sloan
881448749,1--4778,amazon publishing
900536074,0--14,penguin
907680114,1--321,proquest
884589256,1--4988,gideon informatics inc
1016034111,1--351,routledge taylor and francis group
882438854,0--415,routledge
39359403,0--8125,tor
1001807435,1--138,routledge
226990772,0--8371,greenwood press
36197022,0--7131,e arnold
945800969,1--4983,international monetary fund
899003265,1--4832,pergamon press
1049718622,1--250,flatiron books
820079441,1--84059,milet
1051299973,0--8075,albert whitman and company
922546271,90--04,m nijhoff
962065025,1--4755,international monetary fund
8016193,0--445,fawcett books
635812321,0--631,blackwell
54435744,1--84395,linford
959605747,1--107,cambridge university press
708440628,0--521,cambridge university press
1006786899,0--671,jove publications
1013441683,0--8247,m dekker inc
1040074551,0--8021,grove press
961571826,1--78040,oecd
903956125,0--8195,helga m rogers
884588136,1--63101,kent state university press
14587904,0--8027,phoenix press
851768191,1--929048,longhouse
894268945,0--321,addison wesley
1086081170,0--323,elsevier
952457379,1--78560,emerald
500674978,1--84643,child's play international ltd
939277843,1--138,routledge taylor and francis group
962390312,0--500,thames and hudson inc
1169822,0--06,harper and row publishers
931004720,1--62956,bibliomotion inc
944450718,0--7814,david c cook
1029396959,1--118,john wiley and sons ltd
491111337,0--13,prentice hall
899261294,0--19,oxford university press
1029057582,0--355,university of california riverside
922584241,0--12,elsevier
961909100,0--203,routledge
631746492,1--60870,marshall cavendish benchmark
896843099,1--349,palgrave macmillan
896843099,1--137,palgrave macmillan
490171773,0--04,pandora
154261784,0--7451,chivers press
1005741733,1--138,routledge
1097151488,1--317,routledge
62206645,0--7586,concordia pub house
936361870,1--137,palgrave macmillan
892698288,0--226,university of chicago press
1014127211,0--431,heinemann library
957530215,1--78343,igloo books
964438925,0--203,routledge
964438925,1--280,routledge
1046887387,1--4923,royal gunpowder mills
1050360479,0--19,oxford university press
879343286,1--58509,book tree
887270780,1--4668,minotaur books
493894975,0--253,indiana university press
1037240494,1--880507,lectorum publications
946990381,0--451,viking
12673809,0--520,university of california press
865517710,1--4724,ashgate
865517710,1--4094,ashgate
869052358,0--19,clarendon press
9442343,0--471,wiley
1030555149,1--59829,morgan and claypool publishers
1031929379,1--62625,new harbinger publications inc
893681548,0--87389,asq quality press
871204813,0--9856030,symmetry press llc
892461900,1--118,john wiley and sons
1030302983,1--936114,gravitas publications
1027997109,1--84720,edward elgar
1027997109,1--84980,edward elgar
1027997109,1--84844,edward elgar
92467,0--486,dover publications
16683550,0--8161,g k hall
904883108,1--4448,linford
62385374,1--58114,zweig knights pub
903955866,0--8195,helga m rogers
19338211,0--345,ballantine books
900888714,1--315,routledge
222897303,0--09,red fox
1023100261,0--674,harvard university press
744291777,0--606,grosset and dunlap
744291777,0--448,grosset and dunlap
744291777,0--605,grosset and dunlap
494437658,0--940600,institute of mathematical statistics
950569433,1--4504,human kinetics
948336507,1--78528,packt publishing
300108710,0--06,harper and row
3186047,0--8263,university of new mexico press
47355894,1--85149,antique collectors' club
946216508,0--316,little brown and company
1011679006,1--68188,bluestreak books
859268927,1--4810,createspace independent publishing platform
896847989,1--4831,academic press inc
896847989,1--4832,academic press inc
947074754,0--231,wallflower press
173244051,0--545,blue sky press
948261640,1--63286,bloomsbury
948444918,1--5099,hart publishing
1055291598,1--138,routledge taylor and francis group
953763775,0--553,hogarth
946579968,1--107,cambridge university press
904884435,1--59474,quirk books
493198959,0--8203,university of gorgia press
232993010,0--500,thames and hudson
1058103683,1--74351,picador
51645065,0--440,transcribed by seedlings braille books for children
944324931,0--89004,raven press
30798114,0--7011,chatto and windus
491668140,1--56670,lewis publishers
861681466,1--4215,viz media
961310044,1--338,scholastic press
961310044,0--545,scholastic press
1063624604,1--900257,newlands photographic
884591114,1--315,routledge
1016103650,0--7278,severn house
1079439392,0--7735,mcgill queen'suniversity press
1005929045,1--63091,slack incorporated
41380372,1--56554,pelican publishing company inc
889302712,0--19,mayo clinic scientific press
935232194,1--339,university of california riverside
50750421,0--439,scholastic
10835941,0--440,dell publishing co inc
1090674501,0--8176,springer
26559349,1--879276,parenting and teaching publications
1032084941,0--323,elsevier
489003128,1--84908,osprey
1005017305,1--317,routledge
950271036,1--84939,andersen press
941202871,0--553,alfred a knopf
1007832337,1--5387,forever
34651584,0--525,dutton
730285459,0--511,cambridge university press
42372682,0--8222,dramatists play service
3077212,0--19,oxford university press
222132469,1--85409,arms and armour
1000395691,1--351,routledge
16357369,0--7139,a lane
908917797,90--272,john benjamins publishing company
756581715,1--60846,haymarket books
39852486,0--89109,navpress
890719860,1--60706,image comics
965502299,0--19,oxford university press
1032287964,1--5011,howard books
957514100,0--19,oxford university press
844050989,1--118,wiley blackwell
6164188,0--440,dell pub co
64589061,1--4237,summersdale
882232495,0--203,routledge
31977198,0--395,houghton mifflin
1038716585,1--68217,salem press
1019684351,0--13,big nerd ranch
936640400,0--567,bloomsbury tandt clark
861946863,0--14,puffin
655667111,0--434,wililam heinemann
145732681,1--883536,hoopoe books
1058551834,1--4200,crc press
864526869,1--59058,poisoned pen press
1077287834,1--68329,highlights for children inc
891950661,1--4052,egmont
491834110,0--89468,national gallery of art
491834110,0--521,national gallery of art
1052467125,0--692,knut house press
13507296,0--380,avon
869355300,0--87000,arlington house
893895211,0--14,penguin press
427247718,1--56054,holt rinehart and winston
902657332,1--63226,prospecta press
1033118000,0--665,de la presse cramoisy de j m shea
1022776537,1--5341,cherry lake publishing
35775198,0--88160,learning works
1060997154,0--631,blackwell publishers
884594334,1--84126,meyer and meyer sport
154657507,0--545,scholastic
946137596,1--5238,association of american medical colleges
777896542,0--689,aladdin
1037251768,0--7089,f a thorpe publishing ltd
1012919892,0--06,witness impulse
492181500,0--7141,british museum press
492181500,0--520,british museum press
960860649,1--910706,book house
960860649,1--911242,book house
1034942667,0--8131,university press of kentucky
221415630,0--207,angus and robertson publishers
1003807214,0--06,harpercollins
899974110,1--4462,sage learningmatters
1031255044,1--338,scholastic inc
619152095,0--7537,bounty books
8328243,0--553,bantam books
11873087,0--7089,ulverscroft
7095532,0--7220,sheed and ward
38009503,0--88133,waveland press
1003268409,1--138,routledge
1003268409,1--315,routledge
610250650,0--8371,harper and row
1015888789,0--87226,peter bedrick books
1028585653,0--674,harvard university press
1037775995,1--884008,north american association for environmental education
30713350,1--85348,new burlington books
71469790,0--87923,knopf
915729102,1--118,wiley
855264854,0--7414,infinity publishing com
36325501,0--310,zondervan pub house
608695712,1--879727,mediaworks
911561501,981--4522,world scientific
962352899,1--315,routledge
878825193,0--231,columbia university press
880492727,1--4954,barncott press
